1.000000000000000000e+00,0.000000000000000000e+00,5.237611170000000271e+01,4.897101600000000055e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.372670600000000000e+07,9.550000000000000000e+01,5.234915999999999769e+01,4.978790000000000049e+00,6.305000000000000000e+03,0.000000000000000000e+00
3.581503600000000000e+07,1.139500000000000028e+02,5.242419000000000295e+01,4.956889999999999574e+00,6.711000000000000000e+03,0.000000000000000000e+00
3.155312100000000000e+07,1.649600000000000080e+02,5.243236999999999881e+01,4.918210000000000193e+00,6.417000000000000000e+03,0.000000000000000000e+00
3.474582300000000000e+07,9.442000000000000171e+01,5.229619999999999891e+01,5.012310000000000265e+00,1.184200000000000000e+04,0.000000000000000000e+00
4.458694700000000000e+07,1.736399999999999864e+02,5.231474999999999653e+01,5.030300000000000438e+00,1.133200000000000000e+04,0.000000000000000000e+00
1.580125300000000000e+07,9.767000000000000171e+01,5.234506999999999977e+01,4.964129999999999932e+00,5.712000000000000000e+03,0.000000000000000000e+00
1.957202400000000000e+07,3.027900000000000205e+02,5.230738999999999805e+01,4.908330000000000304e+00,7.679000000000000000e+03,0.000000000000000000e+00
1.880151800000000000e+07,1.519399999999999977e+02,5.233827999999999747e+01,4.964430000000000121e+00,6.213000000000000000e+03,0.000000000000000000e+00
2.973384000000000000e+06,2.007700000000000102e+02,5.230989000000000289e+01,4.905280000000000307e+00,7.384000000000000000e+03,0.000000000000000000e+00
3.498547300000000000e+07,1.465099999999999909e+02,5.242831000000000330e+01,5.042190999999999867e+00,1.142700000000000000e+04,0.000000000000000000e+00
6.208213654046741760e+17,1.302299999999999898e+02,5.232977343580048313e+01,4.937511981512808568e+00,5.838000000000000000e+03,0.000000000000000000e+00
4.417477000000000000e+07,6.403000000000000114e+01,5.233715000000000117e+01,4.951990000000000336e+00,5.715000000000000000e+03,0.000000000000000000e+00
5.088839200000000000e+07,1.627899999999999920e+02,5.230917000000000172e+01,5.038330000000000197e+00,1.214300000000000000e+04,0.000000000000000000e+00
3.174266300000000000e+07,9.659000000000000341e+01,5.229590999999999923e+01,5.013250000000000206e+00,1.190800000000000000e+04,0.000000000000000000e+00
4.886419000000000000e+07,3.798399999999999750e+02,5.233850999999999942e+01,4.999609999999999665e+00,8.121000000000000000e+03,0.000000000000000000e+00
5.006581100000000000e+07,2.984499999999999886e+02,5.227296400000000176e+01,4.970106000000000357e+00,1.249700000000000000e+04,0.000000000000000000e+00
5.134042100000000000e+07,2.984499999999999886e+02,5.233324999999999960e+01,4.938469999999999693e+00,5.532000000000000000e+03,0.000000000000000000e+00
5.047229000000000000e+07,5.209000000000000341e+01,5.233422999999999803e+01,4.926610000000000156e+00,5.070000000000000000e+03,0.000000000000000000e+00
1.808264500000000000e+07,1.627899999999999920e+02,5.234197000000000344e+01,4.957080000000000375e+00,5.568000000000000000e+03,0.000000000000000000e+00
3.324158300000000000e+07,8.052699999999999818e+02,5.238859999999999673e+01,4.833309999999999995e+00,4.547000000000000000e+03,0.000000000000000000e+00
3.324144300000000000e+07,2.496100000000000136e+02,5.238817999999999842e+01,4.833490000000000286e+00,4.521000000000000000e+03,0.000000000000000000e+00
6.302057003959046400e+17,6.945700000000000500e+02,5.233047680517772449e+01,4.935151987399041928e+00,5.695000000000000000e+03,0.000000000000000000e+00
4.770987300000000000e+07,2.279099999999999966e+02,5.239589000000000141e+01,4.876120000000000232e+00,2.620000000000000000e+03,0.000000000000000000e+00
3.524352100000000000e+07,1.660500000000000114e+02,5.231302999999999770e+01,4.874579999999999913e+00,7.179000000000000000e+03,0.000000000000000000e+00
2.818000000000000000e+03,5.317999999999999972e+01,5.236435000000000173e+01,4.943579999999999863e+00,3.416000000000000000e+03,0.000000000000000000e+00
2.016800000000000000e+04,1.150400000000000063e+02,5.236406999999999812e+01,4.893930000000000113e+00,1.356000000000000000e+03,0.000000000000000000e+00
2.788600000000000000e+04,1.367400000000000091e+02,5.238761000000000223e+01,4.891879999999999562e+00,1.327000000000000000e+03,0.000000000000000000e+00
2.887100000000000000e+04,8.139000000000000057e+01,5.236775000000000091e+01,4.890920000000000378e+00,1.020000000000000000e+03,0.000000000000000000e+00
2.905100000000000000e+04,5.968999999999999773e+01,5.236583999999999861e+01,4.891110000000000291e+00,1.212000000000000000e+03,0.000000000000000000e+00
4.439100000000000000e+04,2.604599999999999795e+02,5.237167999999999779e+01,4.914710000000000356e+00,1.293000000000000000e+03,0.000000000000000000e+00
4.955200000000000000e+04,2.517800000000000011e+02,5.238027999999999906e+01,4.890889999999999738e+00,6.270000000000000000e+02,0.000000000000000000e+00
5.052300000000000000e+04,1.280600000000000023e+02,5.236811000000000149e+01,4.882620000000000182e+00,1.326000000000000000e+03,0.000000000000000000e+00
5.570900000000000000e+04,1.638700000000000045e+02,5.235811199999999843e+01,4.897636999999999574e+00,2.002000000000000000e+03,0.000000000000000000e+00
5.586800000000000000e+04,1.616999999999999886e+02,5.235596999999999923e+01,4.885119999999999685e+00,2.383000000000000000e+03,0.000000000000000000e+00
6.201500000000000000e+04,1.302299999999999898e+02,5.236431000000000324e+01,4.931219999999999715e+00,2.662000000000000000e+03,0.000000000000000000e+00
8.063500000000000000e+04,8.898999999999999488e+01,5.237827999999999662e+01,4.894400000000000084e+00,3.030000000000000000e+02,0.000000000000000000e+00
8.248200000000000000e+04,1.182900000000000063e+02,5.236968000000000245e+01,4.881219999999999892e+00,1.294000000000000000e+03,0.000000000000000000e+00
9.153500000000000000e+04,1.573600000000000136e+02,5.235773999999999972e+01,4.896469999999999878e+00,2.043000000000000000e+03,0.000000000000000000e+00
9.722100000000000000e+04,6.945999999999999375e+01,5.234801000000000215e+01,4.836389999999999745e+00,5.173000000000000000e+03,0.000000000000000000e+00
9.747600000000000000e+04,1.248100000000000023e+02,5.235665000000000191e+01,4.863629999999999676e+00,3.138000000000000000e+03,0.000000000000000000e+00
